timestamp_offset,node_id,thermal_score,visual_score,image_filename,lat,lng
403,DRONE-FLAME-01,0.30,0.00,,35.146030,-111.645970
404,DRONE-FLAME-01,0.30,0.00,,35.146040,-111.645960
405,DRONE-FLAME-01,0.30,0.00,,35.146050,-111.645950
406,DRONE-FLAME-01,0.30,0.00,,35.146060,-111.645940
407,DRONE-FLAME-01,0.30,0.00,,35.146070,-111.645930
408,DRONE-FLAME-01,0.30,0.00,,35.146080,-111.645920
409,DRONE-FLAME-01,0.30,0.00,,35.146090,-111.645910
410,DRONE-FLAME-01,0.30,0.00,,35.146100,-111.645900
411,DRONE-FLAME-01,0.30,0.00,,35.146110,-111.645890
412,DRONE-FLAME-01,0.30,0.00,,35.146120,-111.645880
413,DRONE-FLAME-01,0.30,0.00,,35.146130,-111.645870
414,DRONE-FLAME-01,0.30,0.00,,35.146140,-111.645860
415,DRONE-FLAME-01,0.30,0.00,,35.146150,-111.645850
416,DRONE-FLAME-01,0.30,0.00,,35.146160,-111.645840
417,DRONE-FLAME-01,0.30,0.00,,35.146170,-111.645830
418,DRONE-FLAME-01,0.30,0.00,,35.146180,-111.645820
419,DRONE-FLAME-01,0.30,0.00,,35.146190,-111.645810
420,DRONE-FLAME-01,0.30,0.00,,35.146200,-111.645800
421,DRONE-FLAME-01,0.30,0.00,,35.146210,-111.645790
422,DRONE-FLAME-01,0.30,0.00,,35.146220,-111.645780
423,DRONE-FLAME-01,0.30,0.00,,35.146230,-111.645770
424,DRONE-FLAME-01,0.30,0.00,,35.146240,-111.645760
425,DRONE-FLAME-01,0.30,0.00,,35.146250,-111.645750
426,DRONE-FLAME-01,0.30,0.00,,35.146260,-111.645740
427,DRONE-FLAME-01,0.30,0.00,,35.146270,-111.645730
428,DRONE-FLAME-01,0.30,0.00,,35.146280,-111.645720
429,DRONE-FLAME-01,0.30,0.00,,35.146290,-111.645710
430,DRONE-FLAME-01,0.30,0.00,,35.146300,-111.645700
431,DRONE-FLAME-01,0.30,0.00,,35.146310,-111.645690
432,DRONE-FLAME-01,0.30,0.00,,35.146320,-111.645680
433,DRONE-FLAME-01,0.30,0.00,,35.146330,-111.645670
434,DRONE-FLAME-01,0.30,0.00,,35.146340,-111.645660
435,DRONE-FLAME-01,0.30,0.00,,35.146350,-111.645650
436,DRONE-FLAME-01,0.30,0.00,,35.146360,-111.645640
437,DRONE-FLAME-01,0.30,0.00,,35.146370,-111.645630
438,DRONE-FLAME-01,0.30,0.00,,35.146380,-111.645620
439,DRONE-FLAME-01,0.30,0.00,,35.146390,-111.645610
440,DRONE-FLAME-01,0.30,0.00,,35.146400,-111.645600
441,DRONE-FLAME-01,0.30,0.00,,35.146410,-111.645590
442,DRONE-FLAME-01,0.30,0.00,,35.146420,-111.645580
443,DRONE-FLAME-01,0.30,0.00,,35.146430,-111.645570
444,DRONE-FLAME-01,0.30,0.00,,35.146440,-111.645560
445,DRONE-FLAME-01,0.30,0.00,,35.146450,-111.645550
446,DRONE-FLAME-01,0.30,0.00,,35.146460,-111.645540
447,DRONE-FLAME-01,0.30,0.00,,35.146470,-111.645530
448,DRONE-FLAME-01,0.30,0.00,,35.146480,-111.645520
449,DRONE-FLAME-01,0.30,0.00,,35.146490,-111.645510
450,DRONE-FLAME-01,0.30,0.00,,35.146500,-111.645500
451,DRONE-FLAME-01,0.30,0.00,,35.146510,-111.645490
452,DRONE-FLAME-01,0.30,0.00,,35.146520,-111.645480
453,DRONE-FLAME-01,0.30,0.00,,35.146530,-111.645470
454,DRONE-FLAME-01,0.30,0.00,,35.146540,-111.645460
455,DRONE-FLAME-01,0.30,0.00,,35.146550,-111.645450
456,DRONE-FLAME-01,0.30,0.00,,35.146560,-111.645440
457,DRONE-FLAME-01,0.30,0.00,,35.146570,-111.645430
458,DRONE-FLAME-01,0.30,0.00,,35.146580,-111.645420
459,DRONE-FLAME-01,0.30,0.00,,35.146590,-111.645410
460,DRONE-FLAME-01,0.30,0.00,,35.146600,-111.645400
461,DRONE-FLAME-01,0.30,0.00,,35.146610,-111.645390
462,DRONE-FLAME-01,0.30,0.00,,35.146620,-111.645380
463,DRONE-FLAME-01,0.30,0.00,,35.146630,-111.645370
464,DRONE-FLAME-01,0.30,0.00,,35.146640,-111.645360
465,DRONE-FLAME-01,0.30,0.00,,35.146650,-111.645350
466,DRONE-FLAME-01,0.30,0.00,,35.146660,-111.645340
467,DRONE-FLAME-01,0.30,0.00,,35.146670,-111.645330
468,DRONE-FLAME-01,0.30,0.00,,35.146680,-111.645320
469,DRONE-FLAME-01,0.30,0.00,,35.146690,-111.645310
470,DRONE-FLAME-01,0.30,0.00,,35.146700,-111.645300
471,DRONE-FLAME-01,0.30,0.00,,35.146710,-111.645290
472,DRONE-FLAME-01,0.30,0.00,,35.146720,-111.645280
473,DRONE-FLAME-01,0.30,0.00,,35.146730,-111.645270
474,DRONE-FLAME-01,0.30,0.00,,35.146740,-111.645260
475,DRONE-FLAME-01,0.30,0.00,,35.146750,-111.645250
476,DRONE-FLAME-01,0.30,0.00,,35.146760,-111.645240
477,DRONE-FLAME-01,0.30,0.00,,35.146770,-111.645230
478,DRONE-FLAME-01,0.30,0.00,,35.146780,-111.645220
479,DRONE-FLAME-01,0.30,0.00,,35.146790,-111.645210
480,DRONE-FLAME-01,0.30,0.00,,35.146800,-111.645200
481,DRONE-FLAME-01,0.30,0.00,,35.146810,-111.645190
482,DRONE-FLAME-01,0.30,0.00,,35.146820,-111.645180
483,DRONE-FLAME-01,0.30,0.00,,35.146830,-111.645170
484,DRONE-FLAME-01,0.30,0.00,,35.146840,-111.645160
485,DRONE-FLAME-01,0.30,0.00,,35.146850,-111.645150
486,DRONE-FLAME-01,0.30,0.00,,35.146860,-111.645140
487,DRONE-FLAME-01,0.30,0.00,,35.146870,-111.645130
488,DRONE-FLAME-01,0.30,0.00,,35.146880,-111.645120
489,DRONE-FLAME-01,0.30,0.00,,35.146890,-111.645110
490,DRONE-FLAME-01,0.30,0.00,,35.146900,-111.645100
491,DRONE-FLAME-01,0.30,0.00,,35.146910,-111.645090
492,DRONE-FLAME-01,0.30,0.00,,35.146920,-111.645080
493,DRONE-FLAME-01,0.30,0.00,,35.146930,-111.645070
494,DRONE-FLAME-01,0.30,0.00,,35.146940,-111.645060
495,DRONE-FLAME-01,0.30,0.00,,35.146950,-111.645050
496,DRONE-FLAME-01,0.30,0.00,,35.146960,-111.645040
497,DRONE-FLAME-01,0.30,0.00,,35.146970,-111.645030
498,DRONE-FLAME-01,0.30,0.00,,35.146980,-111.645020
499,DRONE-FLAME-01,0.30,0.00,,35.146990,-111.645010
500,DRONE-FLAME-01,0.30,0.00,,35.147000,-111.645000
501,DRONE-FLAME-01,0.30,0.00,,35.147010,-111.644990
502,DRONE-FLAME-01,0.30,0.00,,35.147020,-111.644980
503,DRONE-FLAME-01,0.30,0.00,,35.147030,-111.644970
504,DRONE-FLAME-01,0.30,0.00,,35.147040,-111.644960
505,DRONE-FLAME-01,0.30,0.00,,35.147050,-111.644950
506,DRONE-FLAME-01,0.30,0.00,,35.147060,-111.644940
507,DRONE-FLAME-01,0.30,0.00,,35.147070,-111.644930
508,DRONE-FLAME-01,0.30,0.00,,35.147080,-111.644920
509,DRONE-FLAME-01,0.30,0.00,,35.147090,-111.644910
510,DRONE-FLAME-01,0.30,0.00,,35.147100,-111.644900
511,DRONE-FLAME-01,0.30,0.00,,35.147110,-111.644890
512,DRONE-FLAME-01,0.30,0.00,,35.147120,-111.644880
513,DRONE-FLAME-01,0.30,0.00,,35.147130,-111.644870
514,DRONE-FLAME-01,0.30,0.00,,35.147140,-111.644860
515,DRONE-FLAME-01,0.30,0.00,,35.147150,-111.644850
516,DRONE-FLAME-01,0.30,0.00,,35.147160,-111.644840
517,DRONE-FLAME-01,0.30,0.00,,35.147170,-111.644830
518,DRONE-FLAME-01,0.30,0.00,,35.147180,-111.644820
519,DRONE-FLAME-01,0.30,0.00,,35.147190,-111.644810
520,DRONE-FLAME-01,0.30,0.00,,35.147200,-111.644800
521,DRONE-FLAME-01,0.30,0.00,,35.147210,-111.644790
522,DRONE-FLAME-01,0.30,0.00,,35.147220,-111.644780
523,DRONE-FLAME-01,0.30,0.00,,35.147230,-111.644770
524,DRONE-FLAME-01,0.30,0.00,,35.147240,-111.644760
525,DRONE-FLAME-01,0.30,0.00,,35.147250,-111.644750
526,DRONE-FLAME-01,0.30,0.00,,35.147260,-111.644740
527,DRONE-FLAME-01,0.30,0.00,,35.147270,-111.644730
528,DRONE-FLAME-01,0.30,0.00,,35.147280,-111.644720
529,DRONE-FLAME-01,0.30,0.00,,35.147290,-111.644710
530,DRONE-FLAME-01,0.30,0.00,,35.147300,-111.644700
531,DRONE-FLAME-01,0.30,0.00,,35.147310,-111.644690
532,DRONE-FLAME-01,0.30,0.00,,35.147320,-111.644680
533,DRONE-FLAME-01,0.30,0.00,,35.147330,-111.644670
534,DRONE-FLAME-01,0.30,0.00,,35.147340,-111.644660
535,DRONE-FLAME-01,0.30,0.00,,35.147350,-111.644650
536,DRONE-FLAME-01,0.30,0.00,,35.147360,-111.644640
537,DRONE-FLAME-01,0.30,0.00,,35.147370,-111.644630
538,DRONE-FLAME-01,0.30,0.00,,35.147380,-111.644620
539,DRONE-FLAME-01,0.30,0.00,,35.147390,-111.644610
540,DRONE-FLAME-01,0.30,0.00,,35.147400,-111.644600
541,DRONE-FLAME-01,0.30,0.00,,35.147410,-111.644590
542,DRONE-FLAME-01,0.30,0.00,,35.147420,-111.644580
543,DRONE-FLAME-01,0.30,0.00,,35.147430,-111.644570
544,DRONE-FLAME-01,0.30,0.00,,35.147440,-111.644560
545,DRONE-FLAME-01,0.30,0.00,,35.147450,-111.644550
546,DRONE-FLAME-01,0.30,0.00,,35.147460,-111.644540
547,DRONE-FLAME-01,0.30,0.00,,35.147470,-111.644530
548,DRONE-FLAME-01,0.30,0.00,,35.147480,-111.644520
549,DRONE-FLAME-01,0.30,0.00,,35.147490,-111.644510
550,DRONE-FLAME-01,0.30,0.00,,35.147500,-111.644500
551,DRONE-FLAME-01,0.30,0.00,,35.147510,-111.644490
552,DRONE-FLAME-01,0.30,0.00,,35.147520,-111.644480
553,DRONE-FLAME-01,0.30,0.00,,35.147530,-111.644470
554,DRONE-FLAME-01,0.30,0.00,,35.147540,-111.644460
555,DRONE-FLAME-01,0.30,0.00,,35.147550,-111.644450
556,DRONE-FLAME-01,0.30,0.00,,35.147560,-111.644440
557,DRONE-FLAME-01,0.30,0.00,,35.147570,-111.644430
558,DRONE-FLAME-01,0.30,0.00,,35.147580,-111.644420
559,DRONE-FLAME-01,0.30,0.00,,35.147590,-111.644410
560,DRONE-FLAME-01,0.30,0.00,,35.147600,-111.644400
561,DRONE-FLAME-01,0.30,0.00,,35.147610,-111.644390
562,DRONE-FLAME-01,0.30,0.00,,35.147620,-111.644380
563,DRONE-FLAME-01,0.30,0.00,,35.147630,-111.644370
564,DRONE-FLAME-01,0.30,0.00,,35.147640,-111.644360
565,DRONE-FLAME-01,0.30,0.00,,35.147650,-111.644350
566,DRONE-FLAME-01,0.30,0.00,,35.147660,-111.644340
567,DRONE-FLAME-01,0.30,0.00,,35.147670,-111.644330
568,DRONE-FLAME-01,0.30,0.00,,35.147680,-111.644320
569,DRONE-FLAME-01,0.30,0.00,,35.147690,-111.644310
570,DRONE-FLAME-01,0.30,0.00,,35.147700,-111.644300
571,DRONE-FLAME-01,0.30,0.00,,35.147710,-111.644290
572,DRONE-FLAME-01,0.30,0.00,,35.147720,-111.644280
573,DRONE-FLAME-01,0.30,0.00,,35.147730,-111.644270
574,DRONE-FLAME-01,0.30,0.00,,35.147740,-111.644260
575,DRONE-FLAME-01,0.30,0.00,,35.147750,-111.644250
576,DRONE-FLAME-01,0.30,0.00,,35.147760,-111.644240
577,DRONE-FLAME-01,0.30,0.00,,35.147770,-111.644230
578,DRONE-FLAME-01,0.30,0.00,,35.147780,-111.644220
579,DRONE-FLAME-01,0.30,0.00,,35.147790,-111.644210
580,DRONE-FLAME-01,0.30,0.00,,35.147800,-111.644200
581,DRONE-FLAME-01,0.30,0.00,,35.147810,-111.644190
582,DRONE-FLAME-01,0.30,0.00,,35.147820,-111.644180
583,DRONE-FLAME-01,0.30,0.00,,35.147830,-111.644170
584,DRONE-FLAME-01,0.30,0.00,,35.147840,-111.644160
585,DRONE-FLAME-01,0.30,0.00,,35.147850,-111.644150
586,DRONE-FLAME-01,0.30,0.00,,35.147860,-111.644140
587,DRONE-FLAME-01,0.30,0.00,,35.147870,-111.644130
588,DRONE-FLAME-01,0.30,0.00,,35.147880,-111.644120
589,DRONE-FLAME-01,0.30,0.00,,35.147890,-111.644110
590,DRONE-FLAME-01,0.30,0.00,,35.147900,-111.644100
591,DRONE-FLAME-01,0.30,0.00,,35.147910,-111.644090
592,DRONE-FLAME-01,0.30,0.00,,35.147920,-111.644080
593,DRONE-FLAME-01,0.30,0.00,,35.147930,-111.644070
594,DRONE-FLAME-01,0.30,0.00,,35.147940,-111.644060
595,DRONE-FLAME-01,0.30,0.00,,35.147950,-111.644050
596,DRONE-FLAME-01,0.30,0.00,,35.147960,-111.644040
597,DRONE-FLAME-01,0.30,0.00,,35.147970,-111.644030
598,DRONE-FLAME-01,0.30,0.00,,35.147980,-111.644020
599,DRONE-FLAME-01,0.30,0.00,,35.147990,-111.644010
